Id	Folio	Evento	Periodo	Minutos	Vuelta	Segundos	Etapa	Bin1	Bin2	Bin3	Bin4	Bin5	Bin6	Rc1	Rc2	Rc3	Rc4	Rc5	Rc6	Calificacion	Seccion	Resultado	Inicio	Salida	Termino
3190	486115	comipems-15	1516	42	17	34	7	1100010000	1100000011	0110010011	1000101001	1100001000	1100010000	@1 am@2 is@3 be@4 Are@5 Am@6Are@7 one@8 any@9 a@10 not be	@11 am not @12aren@13 Where@14 Which@15 What@16 is@17 are@18 is@19 my@20 his	@21 Its@22 parents@23sister@24is@25 Is it@26 There is@27 Is@28 going@29 dance@30 likes	@31 don@32 isn@33 not@34 Are@35 Do...play@36 do...teach@37 am doing@38 not take@39 did...do@40 weren	@41 Was@42 were@43 eating@44 write@45 can@46 can@47 didn@48do@49is...going@50 visited	@51 Are ... going to take@52 more attractive@53 as pretty@54 so quiet that@55 taller than@56 have been @57 didn@58 will travel@59 after@60 any	35.59	A	Introductorio	2015-07-30 00:29:32	2015-07-30 00:44:14	S
3191	347453	comipems-15	1516	40	19	55	7	0111010001	1110101111	0110010100	0010001101	1110100000	0000000000	@1 are@2 is@3 are@4 Is@5 Is@6Are@7 one@8 one@9 a@10 isn	@11 am not @12aren@13 Who@14 Who@15When@16 be@17 is@18 are@19 my@20 his	@21 Her@22 parents@23sister@24is@25 Is@26 There is@27 There are@28 go@29 to dance@30 like	@31 am not@32 don@33 doesn@34 Does@35 Does...play@36 do...teach@37 am doing@38 is not taking@39 will...doing@40 weren	@41 Was@42 were@43 ate@44 are writing@45 didn@46 don@47 don@48do@49do....go@50 visiting	@51 Did ... take@52 the most attractive@53 more pretty @54 as quiet @55 taller than@56 will be@57 didn@58 traveled@59 never@60 nothing	42.37	A	Introductorio	2015-07-30 00:29:25	2015-07-30 00:46:46	S
3192	402617	comipems-15	1516	55	4	51	7	1110111111	1111111111	1111111101	1111001011	1111010111	1000110110	@1 am@2 is@3 are@4 Are@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dances@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...plays@36 does...teaches@37 am doing@38 does not take@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 can@46 didn@47 can@48did@49did....go@50are going to visit	@51 Are ... going to take@52 most attractive@53 prettiest @54 so quiet that@55 tallest@56 have been @57 didn@58 have traveled@59 yet@60 any	79.66	B	Pre-Intermedio	2015-07-30 00:28:47	2015-07-30 01:21:16	S
3193	311491	comipems-15	1516	49	10	47	7	1111101101	1111000110	1101000100	1100010110	0010001000	0000000000	@1 am@2 is@3 are@4 Is@5 Are@6Is@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15 How@16 is@17 are@18 are@19 my@20 her	@21 Their@22 parents@23 daughter@24is it@25 Is it@26 Is@27 Is there@28 go@29 dancing@30 to like	@31 don@32 doesn@33 not@34 Are@35 Do...plays@36 does...teach@37 doing@38 is not taking@39 are...doing@40 don	@41 Did@42 was@43 ate@44 can write@45 don@46 can@47 didn@48are@49is...going@50 visit	@51 Did ... take@52 the most attractive@53 more pretty @54 as quiet @55 as tall@56 are@57 didn@58 will travel@59 after@60 any	40.68	A+	Básico	2015-07-30 00:27:54	2015-07-30 00:37:04	S
3194	366378	comipems-15	1516	38	21	2	7	1110011101	1111111111	1111110111	1001001011	0011001001	0000111010	@1 am@2 is@3 are@4 Are@5 Is@6Are@7 an@8 a@9 any@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 don@33 don@34 Do@35 Do...plays@36 do...teach@37 am doing@38 not take@39 are...doing@40 weren	@41 Is@42 are@43 ate@44 wrote@45 don@46 don@47 didn@48are@49is...going@50are going to visit	@51 Did ... take@52 the most attractive@53 more pretty @54 as quiet @55 tallest@56 have been @57 hasn@58 are traveling@59 yet@60 nothing	64.41	B	Pre-Intermedio	2015-07-30 00:29:15	2015-07-30 00:49:35	S
3195	475243	comipems-15	1516	48	11	18	7	1111111101	1111111111	1111111110	1101001111	1111000011	1110110010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 like	@31 don@32 doesn@33 don@34 Do@35 Does...plays@36 do...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 don@46 can@47 can@48are@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 so quiet that@55 tallest@56 have been @57 didn@58 are traveling@59 yet@60 any	77.97	B	Pre-Intermedio	2015-07-30 00:27:51	2015-07-30 00:38:32	S
3196	349536	comipems-15	1516	38	21	36	7	1111110001	1011111111	1101101011	1111011011	1111101110	0101100000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 an@9 a@10 isn	@11 am not @12isn@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23 son@24is it@25 It@26 They are@27 Are there@28 going@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...plays@36 does...teach@37 am doing@38 does not take@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 don@47 didn@48did@49did....go@50 visited	@51 Do ... like taking@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 will be@57 didn@58 will travel@59 after@60 nothing	69.49	B	Pre-Intermedio	2015-07-30 00:29:06	2015-07-30 00:48:22	S
3197	466054	comipems-15	1516	39	20	18	7	1111111101	1101111111	1111010111	1101101101	1111011111	0101110010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 What@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 Is@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 isn@34 Do@35 Do...play@36 do....teaches@37 am doing@38 is not taking@39 did...do@40 weren	@41 Was@42 were@43 ate@44 wrote@45 can@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going taking@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 didn@58 traveled@59 yet@60 any	77.97	B	Pre-Intermedio	2015-07-30 00:28:43	2015-07-30 00:47:41	S
3198	358790	comipems-15	1516	58	1	7	7	1111110000	1110111101	0111011110	0011001011	1111001001	0000110010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 an@9 any@10 not be	@11 am not @12aren@13 Who@14 Who@15When@16 are@17 is@18 are@19 your@20 his	@21 Her@22 parents@23sister@24is it@25 Is@26 There is@27 Are there@28 go@29 dance@30 to like	@31 am not@32 don@33 doesn@34 Do@35 Does...play@36 do....teaches@37 am doing@38 does not take@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 can@46 don@47 didn@48does@49is...going@50are going to visit	@51 Are ... going taking@52 most attractive@53 more pretty @54 so quiet that@55 tallest@56 have been @57 doesn@58 traveled@59 yet@60 any	57.63	B	Pre-Intermedio	2015-07-30 00:30:31	2015-07-30 01:10:54	S
3199	462168	comipems-15	1516	41	18	42	7	1111111000	1000110010	0111111001	1011101000	0001110011	1000101000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 an@9 a@10 aren	@11 am not @12not@13 Where@14 Who@15When@16 are@17 are@18 is@19 my@20 my	@21 Her@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 going@29 dancing@30 likes	@31 don@32 not@33 doesn@34 Do@35 Do...play@36 do....teaches@37 am doing@38 not taking@39 did...do@40 didn	@41 Did@42 was@43 eat@44 wrote@45 didn@46 didn@47 can@48does@49did....go@50are going to visit	@51 Are ... going to take@52 the most attractive@53 more pretty @54 so quiet that@55 tallest@56 are@57 hasn@58 will travel@59 after@60 any	50.85	A+	Básico	2015-07-30 00:30:51	2015-07-30 00:47:14	S
3200	471657	comipems-15	1516	42	17	51	7	1111111111	1101111111	1111111111	1011011110	0111110111	1111111110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 What@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 don@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 wasn	@41 Did@42 were@43 ate@44 wrote@45 didn@46 didn@47 won@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 any	88.14	B+	Pre-Intermedio	2015-07-30 00:29:15	2015-07-30 00:45:01	S
3201	437143	comipems-15	1516	45	14	21	7	0111000000	1000011011	0101100000	0101100010	0010000000	1000010000	@1 are@2 is@3 are@4 Is@5 Is@6Is@7 a@8 one@9 a@10 not	@11 am not @12not@13 Where@14 Who@15 What@16 are@17 is@18 be@19 my@20 his	@21 Its@22 parents@23 son@24is it@25 It@26 Is@27 Is there@28 to go@29 to dance@30 to like	@31 am not@32 doesn@33 don@34 Do@35 Do...play@36 does...teaches@37 doing@38 not taking@39 are...doing@40 wasn	@41 Is@42 are@43 ate@44 can write@45 don@46 can@47 can@48do@49do....go@50 visited	@51 Are ... going to take@52 most attractive@53 more pretty @54 as quiet @55 as tall@56 have been @57 doesn@58 will travel@59 after@60 nothing	30.51	A	Introductorio	2015-07-30 00:28:37	2015-07-30 00:41:35	S
3202	471906	comipems-15	1516	50	9	4	7	1011111111	1111111111	1111111111	1111101111	1111111011	1111111110	@1 am@2 be@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48do@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 any	93.22	B+	Pre-Intermedio	2015-07-30 00:27:54	2015-07-30 00:36:44	S
3203	387400	comipems-15	1516	44	15	45	7	1111111111	1111111111	1111111011	1111011111	1011100011	1110110110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 going@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 was@43 ate@44 wrote@45 didn@46 don@47 can@48does@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 so quiet that@55 tallest@56 have been @57 didn@58 have traveled@59 yet@60 any	84.75	B+	Pre-Intermedio	2015-07-30 00:28:11	2015-07-30 00:42:14	S
3204	415004	comipems-15	1516	45	14	57	7	1111111101	1101110111	1111111100	1101100001	1111111111	1000000000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 What@14 What@15When@16 are@17 are@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dancing@30 like	@31 don@32 doesn@33 don@34 Do@35 Do...play@36 do...teach@37 can do@38 not take@39 do...do@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 the most attractive@53 more pretty @54 so quiet that@55 taller@56 will be@57 doesn@58 will travel@59 after@60 any	67.8	B	Pre-Intermedio	2015-07-30 00:28:45	2015-07-30 00:41:39	S
3205	351895	comipems-15	1516	42	17	31	7	1111111111	1101111111	1101001000	1111100011	0000001000	1110100000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Where@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23 son@24is it@25 Is@26 They are@27 Are there@28 going@29 dancing@30 like	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 do....teaches@37 can do@38 not take@39 are...doing@40 weren	@41 Is@42 are@43 eating@44 are writing@45 can@46 don@47 didn@48are@49does....go@50 visiting	@51 Are ... going to take@52 more attractive@53 prettier @54 so quiet that@55 tallest@56 will be@57 isn@58 are traveling@59 after@60 any	57.63	A+	Básico	2015-07-30 00:29:50	2015-07-30 00:44:56	S
3206	315035	comipems-15	1516	41	18	21	7	1111111111	0111110111	1101110101	1001100110	1111100111	1100100000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 is not @12aren@13 Who@14 What@15When@16 are@17 are@18 are@19 my@20 his	@21 Their@22 parents@23 daughter@24is it@25 It@26 There is@27 There are@28 go@29 dances@30 likes	@31 don@32 don@33 don@34 Do@35 Do...play@36 do...teach@37 doing@38 is not taking@39 are...doing@40 wasn	@41 Was@42 were@43 ate@44 wrote@45 didn@46 can@47 won@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettiest @54 quiet enough@55 tallest@56 can be@57 didn@58 traveled@59 never@60 any	67.8	B	Pre-Intermedio	2015-07-30 00:28:52	2015-07-30 00:46:09	S
3207	427025	comipems-15	1516	33	26	53	7	1111101000	1010000011	0111100110	1001110000	0000000000	1100000000	@1 am@2 is@3 are@4 Is@5 Are@6 Be@7 an@8 any@9 a@10 not be	@11 am not @12not be@13 Who@14 When@15 Where@16 be@17 are@18 be@19 my@20 his	@21 Our@22 parents@23sister@24is it@25 It@26 Is@27 There are@28 go@29 dance@30 like	@31 don@32 not@33 don@34 Do@35 Do...play@36 does...teach@37 doing@38 not take@39 did...do@40 wasn	@41 Were@42 was@43 eat@44 are writing@45 can@46 don@47 won@48are@49does....go@50 visited	@51 Are ... going to take@52 more attractive@53 as pretty@54 so quiet that@55 taller than@56 will be@57 doesn@58 will travel@59 after@60 nothing	35.59	A	Introductorio	2015-07-30 00:35:10	2015-07-30 00:52:44	S
3208	337236	comipems-15	1516	39	20	55	7	1111100011	1000111010	0101000111	1111000010	0010101000	1000111000	@1 am@2 is@3 are@4 Is@5 Are@6 Be@7 one@8 one@9 an@10 isn	@11 am not @12not@13 What@14 Which@15When@16 are@17 is@18 be@19 my@20 my	@21 Her@22 parents@23 daughter@24is it@25 Is@26 They are@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...plays@36 does...teaches@37 can do@38 not take@39 are...doing@40 wasn	@41 Did@42 are@43 ate@44 write@45 didn@46 won@47 didn@48do@49is...going@50 visiting	@51 Are ... going to take@52 most attractive@53 more pretty @54 quiet enough@55 tallest@56 have been @57 hasn@58 will travel@59 never@60 nothing	47.46	A+	Básico	2015-07-30 00:29:23	2015-07-30 00:47:33	S
3209	418998	comipems-15	1516	43	16	30	7	1110101100	0100110110	1010100100	0111110011	0000001000	0000011100	@1 am@2 is@3 are@4 Am@5 Are@6Is@7 an@8 a@9 a@10 not	@11 is not @12aren@13 What@14 Who@15When@16 are@17 be@18 are@19 my@20 her	@21 Their@22 grandparents@23sister@24is@25 It@26 Is@27 There are@28 go@29 dancing@30 to like	@31 am not@32 doesn@33 doesn@34 Do@35 Do...play@36 does...teach@37 can do@38 does not take@39 are...doing@40 weren	@41 Did@42 are@43 eats@44 are writing@45 can@46 can@47 didn@48does@49is...going@50 visit	@51 Do ... like taking@52 most attractive@53 more pretty @54 as quiet @55 taller@56 have been @57 hasn@58 have traveled@59 after@60 nothing	42.37	A	Introductorio	2015-07-30 00:28:32	2015-07-30 00:43:25	S
3210	337257	comipems-15	1516	46	13	55	7	1111111111	1111111010	1111110111	1101011010	1111001001	1101110110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 is@19 my@20 my	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 don@34 Do@35 Does...play@36 does...teach@37 am doing@38 does not take@39 are...doing@40 wasn	@41 Was@42 were@43 ate@44 wrote@45 don@46 don@47 didn@48are@49does....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettiest @54 as quiet as@55 tallest@56 have been @57 doesn@58 have traveled@59 yet@60 any	76.27	B	Pre-Intermedio	2015-07-30 00:29:40	2015-07-30 00:40:36	S
3211	459561	comipems-15	1516	46	13	24	7	1111101101	1110111101	1101110111	1111010011	1100000100	0000100000	@1 am@2 is@3 are@4 Is@5 Are@6 Be@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 Who@15When@16 are@17 is@18 are@19 your@20 his	@21 Their@22 parents@23 daughter@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teach@37 do@38 does not take@39 are...doing@40 weren	@41 Was@42 were@43 eating@44 write@45 won@46 won@47 can@48did@49does....go@50 visited	@51 Do ... like taking@52 the most attractive@53 more pretty @54 quiet enough@55 tallest@56 can be@57 didn@58 traveled@59 after@60 any	57.63	B	Pre-Intermedio	2015-07-30 00:28:56	2015-07-30 00:40:44	S
3212	418556	comipems-15	1516	44	15	30	7	1111110111	1111110010	1111011000	1011001110	1011001111	0100011010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 a@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 are@18 is@19 my@20 her	@21 Their@22 parents@23sister@24is it@25 Is it@26 There is@27 Are there@28 going@29 dancing@30 like	@31 don@32 don@33 doesn@34 Do@35 Does...play@36 do...teach@37 am doing@38 is not taking@39 are...doing@40 wasn	@41 Was@42 are@43 ate@44 wrote@45 don@46 won@47 didn@48did@49did....go@50are going to visit	@51 Did ... take@52 more attractive@53 prettiest @54 as quiet @55 taller@56 have been @57 hasn@58 traveled@59 yet@60 any	64.41	A+	Básico	2015-07-30 00:29:26	2015-07-30 00:44:06	S
3213	352409	comipems-15	1516	44	15	9	7	1111111111	1111111111	1111111111	1111011111	1111111111	1111011111	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 taller@56 have been @57 hasn@58 have traveled@59 yet@60 no	96.61	B+	Pre-Intermedio	2015-07-30 00:30:33	2015-07-30 00:43:46	S
3214	418316	comipems-15	1516	49	10	13	7	1111111111	1111111111	1111001111	1111011111	1111111110	1111111110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 Is@26 There are@27 Are there@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 didn@48did@49did....go@50 visited	@51 Are ... going to take@52 more attractive@53 prettier @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 any	91.53	B+	Pre-Intermedio	2015-07-30 00:28:48	2015-07-30 00:38:13	S
3215	387021	comipems-15	1516	32	27	52	7	1111101001	1000111110	0001100100	1010011100	0000010000	0100110000	@1 am@2 is@3 are@4 Is@5 Are@6Is@7 an@8 an@9 a@10 isn	@11 am not @12not@13 When@14 Who@15When@16 are@17 is@18 are@19 my@20 its	@21 Her@22 grandparents@23 daughter@24is it@25 It@26 They are@27 There are@28 go@29 dancing@30 to like	@31 don@32 don@33 doesn@34 Does@35 Does...play@36 does...teach@37 am doing@38 is not taking@39 do...do@40 don	@41 Is@42 are@43 eating@44 write@45 can@46 didn@47 can@48does@49does....go@50 visited	@51 Are ... going taking@52 more attractive@53 more pretty @54 as quiet @55 tallest@56 have been @57 isn@58 traveled@59 after@60 nothing	40.68	A+	Básico	2015-07-30 00:32:19	2015-07-30 00:56:13	S
3216	374119	comipems-15	1516	57	2	42	7	1111111000	1111110110	0111011111	0001001001	0011000101	1101110000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 an@9 a@10 not be	@11 am not @12aren@13 Who@14 What@15When@16 are@17 are@18 are@19 my@20 her	@21 Her@22 parents@23sister@24is it@25 Is it@26 There is@27 Are there@28 go@29 dance@30 likes	@31 am not@32 don@33 don@34 Do@35 Does...play@36 do....teaches@37 am doing@38 does not take@39 did...do@40 weren	@41 Were@42 are@43 ate@44 wrote@45 can@46 don@47 won@48did@49is...going@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 doesn@58 traveled@59 after@60 any	57.63	B	Pre-Intermedio	2015-07-30 00:32:57	2015-07-30 01:31:32	S
3217	435416	comipems-15	1516	48	11	35	7	1111011101	1111111110	1101110111	1111101010	0011101010	1010011101	@1 am@2 is@3 are@4 Is@5 Is@6Are@7 an@8 a@9 a@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 her	@21 Their@22 parents@23 daughter@24is it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 doesn@34 Do@35 Do...play@36 do...teach@37 am doing@38 does not take@39 are...doing@40 didn	@41 Did@42 was@43 ate@44 wrote@45 didn@46 don@47 didn@48are@49did....go@50 visited	@51 Are ... going to take@52 most attractive@53 prettier @54 so quiet that@55 taller@56 have been @57 hasn@58 have traveled@59 never@60 no	71.19	B	Pre-Intermedio	2015-07-30 00:28:56	2015-07-30 00:39:04	S
3218	420166	comipems-15	1516	53	6	37	7	1111111111	1111111110	1111000010	1111000010	0100101000	1100000000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 her	@21 Their@22 parents@23sister@24is it@25 Is@26 Is@27 There are@28 going@29 dance@30 like	@31 don@32 doesn@33 doesn@34 Do@35 Does...plays@36 do....teaches@37 doing@38 not taking@39 are...doing@40 wasn	@41 Did@42 were@43 eats@44 can write@45 didn@46 won@47 didn@48does@49do....go@50 visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 quiet enough@55 as tall@56 can be@57 didn@58 will travel@59 since@60 any	55.93	A+	Básico	2015-07-30 00:28:20	2015-07-30 00:33:56	S
3219	311922	comipems-15	1516	30	29	38	7	1111111111	1111111100	1111011110	1110001010	1101010111	1100010000	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 his@20 her	@21 Their@22 parents@23sister@24is it@25 Is it@26 There is@27 Are there@28 go@29 dance@30 like	@31 don@32 doesn@33 doesn@34 Are@35 Does...play@36 do....teaches@37 am doing@38 not take@39 are...doing@40 wasn	@41 Was@42 were@43 eating@44 wrote@45 can@46 didn@47 can@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 so quiet that@55 taller@56 have been @57 doesn@58 are traveling@59 never@60 any	67.8	B	Pre-Intermedio	2015-07-30 00:31:23	2015-07-30 00:58:20	S
3220	352500	comipems-15	1516	33	26	11	7	1111111111	1111111111	1110110111	1101001111	1111110111	1101111110	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24it@25 It@26 There is@27 There are@28 go@29 dance@30 likes	@31 don@32 doesn@33 don@34 Do@35 Does...play@36 do...teach@37 am doing@38 is not taking@39 are...doing@40 weren	@41 Was@42 were@43 ate@44 wrote@45 didn@46 didn@47 can@48did@49did....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 more pretty @54 as quiet as@55 tallest@56 have been @57 hasn@58 have traveled@59 yet@60 any	86.44	B+	Pre-Intermedio	2015-07-30 00:30:16	2015-07-30 00:54:55	S
3221	336839	comipems-15	1516	39	20	27	7	1111111111	1111111111	1111111101	1101001110	1011001101	1110000010	@1 am@2 is@3 are@4 Is@5 Are@6Are@7 an@8 a@9 an@10 isn	@11 am not @12aren@13 Who@14 What@15When@16 are@17 is@18 are@19 my@20 his	@21 Their@22 parents@23sister@24is it@25 It@26 There is@27 Are there@28 go@29 dances@30 likes	@31 don@32 doesn@33 don@34 Do@35 Do...plays@36 does...teaches@37 am doing@38 is not taking@39 are...doing@40 wasn	@41 Was@42 was@43 ate@44 wrote@45 can@46 don@47 didn@48did@49does....go@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 so quiet that@55 taller@56 will be@57 didn@58 traveled@59 yet@60 any	74.58	B	Pre-Intermedio	2015-07-30 00:30:29	2015-07-30 00:49:16	S
3222	432807	comipems-15	1516	41	18	36	7	1110000100	1111101011	1101111001	1001110010	0011001000	0000010100	@1 am@2 is@3 are@4 Are@5 Is@6Is@7 one@8 a@9 a@10 not be	@11 am not @12aren@13 Who@14 What@15When@16 is@17 is@18 be@19 my@20 his	@21 Their@22 parents@23 daughter@24is it@25 It@26 There is@27 Are there@28 going@29 dancing@30 likes	@31 don@32 don@33 don@34 Do@35 Do...play@36 does...teach@37 doing@38 not take@39 are...doing@40 don	@41 Were@42 was@43 ate@44 wrote@45 can@46 don@47 didn@48does@49is...going@50 visit	@51 Do ... like taking@52 the most attractive@53 more pretty @54 so quiet that@55 taller than@56 have been @57 doesn@58 have traveled@59 never@60 any	47.46	A	Introductorio	2015-07-30 00:30:11	2015-07-30 00:45:57	S
3223	340777	comipems-15	1516	33	26	8	7	1110100010	1100011110	1111101000	1001110010	0100010001	1110010000	@1 am@2 is@3 are@4 Be@5 Are@6Is@7 one@8 any@9 an@10 not	@11 am not @12aren@13 Where@14 Who@15 What@16 are@17 is@18 are@19 my@20 its	@21 Their@22 parents@23sister@24is it@25 It@26 They are@27 Are there@28 going@29 dancing@30 to like	@31 don@32 don@33 don@34 Do@35 Do...play@36 does...teach@37 can do@38 not take@39 are...doing@40 don	@41 Is@42 were@43 eats@44 can write@45 don@46 didn@47 can@48are@49is...going@50are going to visit	@51 Are ... going to take@52 more attractive@53 prettier @54 quiet enough@55 as tall@56 have been @57 isn@58 will travel@59 after@60 any	47.46	A	Introductorio	2015-07-30 00:31:28	2015-07-30 00:54:50	S
